"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.date","Input.userid","Input.location","Input.bio","Input.asker","Input.posttext","Answer.ContainCyberbullying","Answer.CyberbullyingWords","Answer.OtherInfo","Answer.Severity","Approve","Reject"
"2F736XBAT2D51ULEM0UQ4JG5JMH04S","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2AJYNJ92NJKME9YD0ELH2W2GLG77CJ","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:19:57 GMT 2011","Thu Sep 29 17:20:04 GMT 2011","Thu Oct 06 10:20:04 PDT 2011","Fri Sep 30 05:39:31 PDT 2011","","","7","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: ayy yoo jordan yuh da bomb diggady :)r this is yur favorite black person since lik 8th grade :. who am i? get it right or ill b hela mad lmao<br>A: ummmmmmmmmmmmmmmm r r give me more hints r r please :)","Yes","get it right or ill b hela mad lmao","","2"
"2F736XBAT2D51ULEM0UQ4JG5JMH04S","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2LJI8IUB2YU9MN4JA623P0FBB0GJ79","A1N274L13ZKKI5","Approved","Thu Sep 29 17:15:27 GMT 2011","Thu Sep 29 17:15:55 GMT 2011","Thu Oct 06 17:15:55 GMT 2011","Fri Sep 30 05:39:31 PDT 2011","","","28","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: ayy yoo jordan yuh da bomb diggady :)r this is yur favorite black person since lik 8th grade :. who am i? get it right or ill b hela mad lmao<br>A: ummmmmmmmmmmmmmmm r r give me more hints r r please :)","No","n/a","","0"
"27A1CSTMOFXRRWR9TM5YHNXJ5AVSPX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2DPUYT3DHJHPIF0411VYCRSX1O20TW","A2JKCS6UCAUARS","Approved","Thu Sep 29 17:23:51 GMT 2011","Thu Sep 29 17:23:59 GMT 2011","Thu Oct 06 10:23:59 PDT 2011","Fri Sep 30 05:39:31 PDT 2011","","","8","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","Mirabai","Q: did you know I love you? :D<br>A: awwwwwwwwww &lt;3 r did you kno dat i love more????","No","n/a","","0"
"27A1CSTMOFXRRWR9TM5YHNXJ5AVSPX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2FD8I9NZW6HEDAB5LBN7X8698LKMWI","A1N274L13ZKKI5","Approved","Thu Sep 29 17:19:03 GMT 2011","Thu Sep 29 17:19:12 GMT 2011","Thu Oct 06 17:19:12 GMT 2011","Fri Sep 30 05:39:31 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","Mirabai","Q: did you know I love you? :D<br>A: awwwwwwwwww &lt;3 r did you kno dat i love more????","No","n/a","","0"
"27A1CSTMOFXRRWR9TM5YHNXJ5AVSPX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2SUKYEPLSP75YP9XD4UOEHQEIMGWQE","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:05:21 GMT 2011","Thu Sep 29 17:05:26 GMT 2011","Thu Oct 06 17:05:26 GMT 2011","Fri Sep 30 05:39:32 PDT 2011","","","5","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","Mirabai","Q: did you know I love you? :D<br>A: awwwwwwwwww &lt;3 r did you kno dat i love more????","No","n/a","","0"
"2OMJ79KQW61818TLE03D85XC4HILJD","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","28I4J3NAB6BF0J2FFJ9T5TJF57BFSO","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:12:45 GMT 2011","Thu Sep 29 17:12:54 GMT 2011","Thu Oct 06 17:12:54 GMT 2011","Fri Sep 30 05:39:32 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: What was the best job you&apos;ve ever had?<br>A: never had one","No","","n/a","0"
"2OMJ79KQW61818TLE03D85XC4HILJD","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","2FZDZKPFE4EGRL0DJQC8M9NZOXFG63","A1WGSW0SLN4Y91","Approved","Thu Sep 29 17:13:59 GMT 2011","Thu Sep 29 17:14:10 GMT 2011","Thu Oct 06 10:14:10 PDT 2011","Fri Sep 30 05:39:32 PDT 2011","","","11","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: What was the best job you&apos;ve ever had?<br>A: never had one","No","n/a","","0"
"2OMJ79KQW61818TLE03D85XC4HILJD","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","2Q5HDM25L8I913JXYZQ6SE4QOYQQG9","A1N274L13ZKKI5","Approved","Thu Sep 29 17:11:32 GMT 2011","Thu Sep 29 17:11:43 GMT 2011","Thu Oct 06 10:11:43 PDT 2011","Fri Sep 30 05:39:32 PDT 2011","","","11","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: What was the best job you&apos;ve ever had?<br>A: never had one","No","n/a","","0"
"28RZJMJUNU8LDAEYH1WRD8D89RQG0V","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","291O9Z6KW4ZMO3488CCFU0ONFMQ5EW","A1N274L13ZKKI5","Approved","Thu Sep 29 17:19:47 GMT 2011","Thu Sep 29 17:19:57 GMT 2011","Thu Oct 06 10:19:57 PDT 2011","Fri Sep 30 05:39:32 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: Who&apos;s the most beautiful person you know?<br>A: everyone","No","n/a","","0"
"28RZJMJUNU8LDAEYH1WRD8D89RQG0V","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2EUJ1LY58B72LQN9X0BHH16Y7JT7SD","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:11:20 GMT 2011","Thu Sep 29 17:11:35 GMT 2011","Thu Oct 06 17:11:35 GMT 2011","Fri Sep 30 05:39:32 PDT 2011","","","15","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: Who&apos;s the most beautiful person you know?<br>A: everyone","No","N/A","Not cyber-bullying at all.","0"
"28RZJMJUNU8LDAEYH1WRD8D89RQG0V","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","14","","2SHDOBDDP8PJAOH4UTOMF3Q31QX3E2","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:04:15 GMT 2011","Thu Sep 29 17:04:28 GMT 2011","Thu Oct 06 17:04:28 GMT 2011","Fri Sep 30 05:39:32 PDT 2011","","","13","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: Who&apos;s the most beautiful person you know?<br>A: everyone","No","n/a","","0"
"2ZB3HVWAVKI6GR6HJMY2399Q7U6OGT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","24","","250ER9Y8TNKI03FDM56HW2OMSGDU7F","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:05:53 GMT 2011","Thu Sep 29 17:06:08 GMT 2011","Thu Oct 06 17:06:08 GMT 2011","Fri Sep 30 05:39:33 PDT 2011","","","15","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: If you could instantly become an expert at one style of dance  what style would you pick?<br>A: ummm  contemperary","No","n/a","","0"
"2ZB3HVWAVKI6GR6HJMY2399Q7U6OGT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","24","","2KNKI62NJQ21L6M0QB86FKLCN59UMR","A1N274L13ZKKI5","Approved","Thu Sep 29 17:17:06 GMT 2011","Thu Sep 29 17:17:17 GMT 2011","Thu Oct 06 17:17:17 GMT 2011","Fri Sep 30 05:39:33 PDT 2011","","","11","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: If you could instantly become an expert at one style of dance  what style would you pick?<br>A: ummm  contemperary","No","n/a","","0"
"2ZB3HVWAVKI6GR6HJMY2399Q7U6OGT","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","24","","2TAA0RYNJ92NXO9RMWDJXUHYOTF49G","A2JKCS6UCAUARS","Approved","Thu Sep 29 17:25:21 GMT 2011","Thu Sep 29 17:25:33 GMT 2011","Thu Oct 06 10:25:33 PDT 2011","Fri Sep 30 05:39:33 PDT 2011","","","12","0% (0/0)","0% (0/0)","0% (0/0)","20100814","jayslaffey","","","","Q: If you could instantly become an expert at one style of dance  what style would you pick?<br>A: ummm  contemperary","No","n/a","","0"
"29AZVXX2Q45U8ODFF1EI01NSYCAQ8M","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","10","","23MHYW2GTP9ROBFWD7S6DYSO7YXNS3","AZVROORHH0X75","Approved","Thu Sep 29 17:13:00 GMT 2011","Thu Sep 29 17:13:25 GMT 2011","Thu Oct 06 17:13:25 GMT 2011","Fri Sep 30 05:39:33 PDT 2011","","","25","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","ChingChongMiTo","Q: betsy you don&apos;t smoke silly(; and that was my picture! and who honestly cares let people do what they want. it&apos;s her body.<br>A: Yeuuuh","No","n/a","","0"
"29AZVXX2Q45U8ODFF1EI01NSYCAQ8M","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","10","","2NRKPFE4EGDHRQPW2T99RZW695Y8IA","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:21:10 GMT 2011","Thu Sep 29 17:21:20 GMT 2011","Thu Oct 06 10:21:20 PDT 2011","Fri Sep 30 05:39:33 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","ChingChongMiTo","Q: betsy you don&apos;t smoke silly(; and that was my picture! and who honestly cares let people do what they want. it&apos;s her body.<br>A: Yeuuuh","","n/a","","0"
"29AZVXX2Q45U8ODFF1EI01NSYCAQ8M","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","10","","2X9MVHVKCJ01FOPYL4Y9OQW6TZL75B","A1N274L13ZKKI5","Approved","Thu Sep 29 17:18:51 GMT 2011","Thu Sep 29 17:19:03 GMT 2011","Thu Oct 06 17:19:03 GMT 2011","Fri Sep 30 05:39:33 PDT 2011","","","12","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","ChingChongMiTo","Q: betsy you don&apos;t smoke silly(; and that was my picture! and who honestly cares let people do what they want. it&apos;s her body.<br>A: Yeuuuh","No","n/a","","0"
"25L3FDEY5COWEP3IGOZCVFLCWJI2TA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","2DFAB6BFMFFOC25KIEAFHGES4RPJWB","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:18:57 GMT 2011","Thu Sep 29 17:19:24 GMT 2011","Thu Oct 06 10:19:24 PDT 2011","Fri Sep 30 05:39:34 PDT 2011","","","27","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Well if you don&apos;t want people to be judging or asking  then why set it as your backround picture??<br>A: Asking is different than","Yes","Well if you don't want people to be judging or asking then why set it as your backround picture??","","3"
"25L3FDEY5COWEP3IGOZCVFLCWJI2TA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","2K49KSSZVXX248SLB5HO2GNIOSKM4V","A1N274L13ZKKI5","Approved","Thu Sep 29 17:03:48 GMT 2011","Thu Sep 29 17:05:06 GMT 2011","Thu Oct 06 17:05:06 GMT 2011","Fri Sep 30 05:39:34 PDT 2011","","","78","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Well if you don&apos;t want people to be judging or asking  then why set it as your backround picture??<br>A: Asking is different than","No","n/a","","0"
"25L3FDEY5COWEP3IGOZCVFLCWJI2TA","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","33","","2T6NLVWJ5OPBE2I7GTPM0B7EH0SU20","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:14:29 GMT 2011","Thu Sep 29 17:14:51 GMT 2011","Thu Oct 06 17:14:51 GMT 2011","Fri Sep 30 05:39:34 PDT 2011","","","22","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Well if you don&apos;t want people to be judging or asking  then why set it as your backround picture??<br>A: Asking is different than","No","N/A","No cyber-bullying present in the text.","0"
"2N2W4ZMAZHHR5P2HH9ENZRH1A5JAJK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","45","","240Y1THV8ER9CCGE13DZWM5K78Q1OD","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:14:40 GMT 2011","Thu Sep 29 17:14:48 GMT 2011","Thu Oct 06 10:14:48 PDT 2011","Fri Sep 30 05:39:34 PDT 2011","","","8","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: What type of shit do you have in your trunk??<br>A: Ha  accually I can't drive :/ sooo no shit in my truck buddyy","No","n/a","","0"
"2N2W4ZMAZHHR5P2HH9ENZRH1A5JAJK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","45","","29B51RYQM3EL4R937TKGYFTEMKLZ08","A1N274L13ZKKI5","Approved","Thu Sep 29 17:08:56 GMT 2011","Thu Sep 29 17:09:12 GMT 2011","Thu Oct 06 17:09:12 GMT 2011","Fri Sep 30 05:39:34 PDT 2011","","","16","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: What type of shit do you have in your trunk??<br>A: Ha  accually I can't drive :/ sooo no shit in my truck buddyy","No","n/a","","0"
"2N2W4ZMAZHHR5P2HH9ENZRH1A5JAJK","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:58 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:58 GMT 2011","45","","2RNKCJ011K27INU01BN658N4YLU9BP","AZVROORHH0X75","Approved","Thu Sep 29 17:08:19 GMT 2011","Thu Sep 29 17:08:36 GMT 2011","Thu Oct 06 17:08:36 GMT 2011","Fri Sep 30 05:39:34 PDT 2011","","","17","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: What type of shit do you have in your trunk??<br>A: Ha  accually I can't drive :/ sooo no shit in my truck buddyy","Yes","shit","","3"
"2HAPW1INMHGY486U4V26FFMF5CT5IX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","259VKCJ011K2L86YQ5HWA18NWXT8A6","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:20:28 GMT 2011","Thu Sep 29 17:20:36 GMT 2011","Thu Oct 06 10:20:36 PDT 2011","Fri Sep 30 05:39:34 PDT 2011","","","8","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: You like to party??<br>A: I suuur","No","n/a","","0"
"2HAPW1INMHGY486U4V26FFMF5CT5IX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","2BI6SVQ8H88M4YTCM92VGI1RPO26PX","A1N274L13ZKKI5","Approved","Thu Sep 29 17:15:55 GMT 2011","Thu Sep 29 17:16:02 GMT 2011","Thu Oct 06 17:16:02 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","7","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: You like to party??<br>A: I suuur","No","n/a","","0"
"2HAPW1INMHGY486U4V26FFMF5CT5IX","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","2MOA6X3YOCCFEGCW1IGTMNIIPPDQPD","A1WGSW0SLN4Y91","Approved","Thu Sep 29 17:12:46 GMT 2011","Thu Sep 29 17:13:03 GMT 2011","Thu Oct 06 17:13:03 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","17","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: You like to party??<br>A: I suuur","No","n/a","","0"
"2UQXMB3Q39Z0PAHK5RK4IVSTLFFIT1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","2HW6OQ1SNQQ74AURMMHKGNR1UKNQ67","A1N274L13ZKKI5","Approved","Thu Sep 29 17:10:20 GMT 2011","Thu Sep 29 17:11:14 GMT 2011","Thu Oct 06 17:11:14 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","54","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","n/a","","0"
"2UQXMB3Q39Z0PAHK5RK4IVSTLFFIT1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","2TX1Y7QEOZFY4WO39EDOJXRDKVGEHL","A4Y02KNTLXT9C","Approved","Thu Sep 29 17:15:43 GMT 2011","Thu Sep 29 17:16:04 GMT 2011","Thu Oct 06 17:16:04 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","21","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","n/a","","0"
"2UQXMB3Q39Z0PAHK5RK4IVSTLFFIT1","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","30","","2Y3DDP8PJWKURHVO3WUQ79Z03XT6HT","A2JKCS6UCAUARS","Approved","Thu Sep 29 17:24:30 GMT 2011","Thu Sep 29 17:24:40 GMT 2011","Thu Oct 06 10:24:40 PDT 2011","Fri Sep 30 05:39:35 PDT 2011","","","10","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","n/a","","0"
"2GRRNDWIOV1SLWAUUE7U53YDPWIWHC","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","43","","26QB49F9SSSHB5OA58JT9H5F0A1WS3","AAOU4JUTKQH5Q","Approved","Thu Sep 29 17:05:34 GMT 2011","Thu Sep 29 17:05:43 GMT 2011","Thu Oct 06 17:05:43 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","9","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","n/a","","0"
"2GRRNDWIOV1SLWAUUE7U53YDPWIWHC","2GZKW4ZMAZHH5V867LFNRVRH1VM9IX","Cyberbully Labelling","Determine if a post contains cyberbullying","label, cyberbully, bullying","$0.05","Thu Sep 29 17:00:59 GMT 2011","3","","3600","604800","Thu Oct 06 17:00:59 GMT 2011","43","","2D9VWAVKI62NXUPSONQ9DQH63BIQI1","A1VHFF2VC2XG7P","Approved","Thu Sep 29 17:11:41 GMT 2011","Thu Sep 29 17:11:56 GMT 2011","Thu Oct 06 17:11:56 GMT 2011","Fri Sep 30 05:39:35 PDT 2011","","","15","0% (0/0)","0% (0/0)","0% (0/0)","20100814","bksully","billings  MT","14  freshman at Billing Senior Highh(:ashley hughes   mikayla torgrimson   jensen graham   &amp; morgan hegg &lt;3 (:","","Q: Why are you smoking a cancer stick in your picture??<br>A: That's not my picture it's Mikayla's","No","N/A","Not cyber-bullying.","0"
